,date,RATE,RATE_30days_ago,change,RATE_7days
3276,2014-05-29,2.49,2.49,down,2.48
3277,2014-05-30,2.49,2.49,down,2.48
3278,2014-05-31,2.49,2.5,down,2.48
3279,2014-06-01,2.49,2.5,down,2.48
3280,2014-06-02,2.48,2.5,down,2.48
3281,2014-06-03,2.48,2.5,down,2.49
3282,2014-06-04,2.48,2.5,down,2.49
3283,2014-06-05,2.48,2.5,down,2.48
3284,2014-06-06,2.48,2.5,down,2.48
3285,2014-06-07,2.48,2.48,same,2.48
3286,2014-06-08,2.48,2.49,down,2.48
3287,2014-06-09,2.48,2.48,same,2.48
3288,2014-06-10,2.49,2.48,down,2.47
3289,2014-06-11,2.49,2.48,same,2.48
3290,2014-06-12,2.48,2.49,down,2.48
3291,2014-06-13,2.48,2.49,down,2.48
3292,2014-06-14,2.48,2.5,down,2.48
3293,2014-06-15,2.48,2.49,down,2.48
3294,2014-06-16,2.48,2.49,down,2.48
3295,2014-06-17,2.47,2.49,down,2.48
3296,2014-06-18,2.48,2.49,same,2.49
3297,2014-06-19,2.48,2.49,same,2.49
3298,2014-06-20,2.48,2.49,down,2.48
3299,2014-06-21,2.48,2.49,down,2.48
3300,2014-06-22,2.48,2.49,down,2.48
3301,2014-06-23,2.48,2.49,same,2.49
3302,2014-06-24,2.48,2.49,down,2.48
3303,2014-06-25,2.49,2.49,down,2.48
3304,2014-06-26,2.49,2.49,down,2.48
3305,2014-06-27,2.48,2.48,same,2.48
3306,2014-06-28,2.48,2.48,same,2.48
3307,2014-06-29,2.48,2.49,down,2.48
3308,2014-06-30,2.49,2.49,down,2.48
3309,2014-07-01,2.48,2.49,down,2.48
3310,2014-07-02,2.48,2.49,up,2.5
3311,2014-07-03,2.48,2.48,same,2.48
3312,2014-07-04,2.48,2.48,same,2.48
3313,2014-07-05,2.48,2.48,same,2.48
3314,2014-07-06,2.48,2.48,same,2.48
3315,2014-07-07,2.48,2.48,same,2.48
3316,2014-07-08,2.48,2.48,same,2.48
3317,2014-07-09,2.5,2.48,same,2.48
3318,2014-07-10,2.48,2.48,up,2.49
3319,2014-07-11,2.48,2.49,down,2.48
3320,2014-07-12,2.48,2.49,down,2.48
3321,2014-07-13,2.48,2.48,same,2.48
3322,2014-07-14,2.48,2.48,same,2.48
3323,2014-07-15,2.48,2.48,same,2.48
3324,2014-07-16,2.48,2.48,up,2.49
3325,2014-07-17,2.49,2.48,up,2.49
3326,2014-07-18,2.48,2.47,up,2.49
3327,2014-07-19,2.48,2.48,up,2.49
3328,2014-07-20,2.48,2.48,up,2.49
3329,2014-07-21,2.48,2.48,up,2.5
3330,2014-07-22,2.48,2.48,up,2.5
3331,2014-07-23,2.49,2.48,up,2.5
3332,2014-07-24,2.49,2.48,up,2.49
3333,2014-07-25,2.49,2.48,same,2.48
3334,2014-07-26,2.49,2.49,down,2.48
3335,2014-07-27,2.49,2.49,down,2.48
3336,2014-07-28,2.5,2.48,same,2.48
3337,2014-07-29,2.5,2.48,same,2.48
3338,2014-07-30,2.5,2.48,up,2.49
3339,2014-07-31,2.49,2.49,same,2.49
3340,2014-08-01,2.48,2.48,up,2.49
3341,2014-08-02,2.48,2.48,up,2.49
3342,2014-08-03,2.48,2.48,up,2.49
3343,2014-08-04,2.48,2.48,same,2.48
3344,2014-08-05,2.48,2.48,up,2.49
3345,2014-08-06,2.49,2.48,up,2.49
3346,2014-08-07,2.49,2.48,down,2.24
3347,2014-08-08,2.49,2.48,down,2.24
3348,2014-08-09,2.49,2.5,down,2.24
3349,2014-08-10,2.49,2.48,down,2.24
3350,2014-08-11,2.48,2.48,down,2.24
3351,2014-08-12,2.49,2.48,down,2.24
3352,2014-08-13,2.49,2.48,down,2.23
3353,2014-08-14,2.24,2.48,down,2.23
3354,2014-08-15,2.24,2.48,down,2.23
3355,2014-08-16,2.24,2.48,down,2.23
3356,2014-08-17,2.24,2.49,down,2.23
3357,2014-08-18,2.24,2.48,down,2.24
3358,2014-08-19,2.24,2.48,down,2.23
3359,2014-08-20,2.23,2.48,down,2.23
3360,2014-08-21,2.23,2.48,down,2.23
3361,2014-08-22,2.23,2.48,down,2.24
3362,2014-08-23,2.23,2.49,down,2.24
3363,2014-08-24,2.23,2.49,down,2.24
3364,2014-08-25,2.24,2.49,down,2.23
3365,2014-08-26,2.23,2.49,down,2.23
3366,2014-08-27,2.23,2.49,down,2.24
3367,2014-08-28,2.23,2.5,down,2.25
3368,2014-08-29,2.24,2.5,down,2.25
3369,2014-08-30,2.24,2.5,down,2.25
3370,2014-08-31,2.24,2.49,down,2.25
3371,2014-09-01,2.23,2.48,down,2.25
3372,2014-09-02,2.23,2.48,down,2.25
3373,2014-09-03,2.24,2.48,down,2.25
3374,2014-09-04,2.25,2.48,down,2.23
3375,2014-09-05,2.25,2.48,down,2.23
3376,2014-09-06,2.25,2.49,down,2.23
3377,2014-09-07,2.25,2.49,down,2.23
3378,2014-09-08,2.25,2.49,down,2.23
3379,2014-09-09,2.25,2.49,down,2.23
3380,2014-09-10,2.25,2.49,down,2.23
3381,2014-09-11,2.23,2.48,down,2.23
3382,2014-09-12,2.23,2.49,down,2.23
3383,2014-09-13,2.23,2.49,down,2.23
3384,2014-09-14,2.23,2.24,down,2.23
3385,2014-09-15,2.23,2.24,down,2.23
3386,2014-09-16,2.23,2.24,down,2.23
3387,2014-09-17,2.23,2.24,same,2.24
3388,2014-09-18,2.23,2.24,same,2.24
3389,2014-09-19,2.23,2.24,down,2.23
3390,2014-09-20,2.23,2.23,same,2.23
3391,2014-09-21,2.23,2.23,same,2.23
3392,2014-09-22,2.23,2.23,up,2.24
3393,2014-09-23,2.23,2.23,up,2.24
3394,2014-09-24,2.24,2.23,up,2.24
3395,2014-09-25,2.24,2.24,down,2.23
3396,2014-09-26,2.23,2.23,same,2.23
3397,2014-09-27,2.23,2.23,same,2.23
3398,2014-09-28,2.23,2.23,same,2.23
3399,2014-09-29,2.24,2.24,down,2.23
3400,2014-09-30,2.24,2.24,down,2.23
3401,2014-10-01,2.24,2.24,down,2.23
3402,2014-10-02,2.23,2.23,same,2.23
3403,2014-10-03,2.23,2.23,same,2.23
3404,2014-10-04,2.23,2.24,down,2.23
3405,2014-10-05,2.23,2.25,down,2.23
3406,2014-10-06,2.23,2.25,down,2.23
3407,2014-10-07,2.23,2.25,down,2.23
3408,2014-10-08,2.23,2.25,down,1.99
3409,2014-10-09,2.23,2.25,down,1.98
3410,2014-10-10,2.23,2.25,down,1.98
3411,2014-10-11,2.23,2.25,down,1.98
3412,2014-10-12,2.23,2.23,down,1.98
3413,2014-10-13,2.23,2.23,down,1.98
3414,2014-10-14,2.23,2.23,down,1.98
3415,2014-10-15,1.99,2.23,down,1.98
3416,2014-10-16,1.98,2.23,down,1.99
3417,2014-10-17,1.98,2.23,down,1.98
3418,2014-10-18,1.98,2.23,down,1.98
3419,2014-10-19,1.98,2.23,down,1.98
3420,2014-10-20,1.98,2.23,down,1.98
3421,2014-10-21,1.98,2.23,down,1.98
3422,2014-10-22,1.98,2.23,down,1.98
3423,2014-10-23,1.99,2.23,down,1.98
3424,2014-10-24,1.98,2.23,down,1.97
3425,2014-10-25,1.98,2.24,down,1.97
3426,2014-10-26,1.98,2.24,down,1.97
3427,2014-10-27,1.98,2.23,down,1.98
3428,2014-10-28,1.98,2.23,down,1.96
3429,2014-10-29,1.98,2.23,down,1.97
3430,2014-10-30,1.98,2.24,down,1.98
3431,2014-10-31,1.97,2.24,down,1.98
3432,2014-11-01,1.97,2.24,down,1.98
3433,2014-11-02,1.97,2.23,down,1.98
3434,2014-11-03,1.98,2.23,down,1.98
3435,2014-11-04,1.96,2.23,down,1.98
3436,2014-11-05,1.97,2.23,down,1.98
3437,2014-11-06,1.98,2.23,down,1.98
3438,2014-11-07,1.98,2.23,down,1.98
3439,2014-11-08,1.98,2.23,down,1.98
3440,2014-11-09,1.98,2.23,down,1.98
3441,2014-11-10,1.98,2.23,down,1.98
3442,2014-11-11,1.98,2.23,down,1.98
3443,2014-11-12,1.98,2.23,down,1.98
3444,2014-11-13,1.98,2.23,down,1.98
3445,2014-11-14,1.98,2.23,down,1.98
3446,2014-11-15,1.98,1.99,down,1.98
3447,2014-11-16,1.98,1.98,same,1.98
3448,2014-11-17,1.98,1.98,same,1.98
3449,2014-11-18,1.98,1.98,up,1.99
3450,2014-11-19,1.98,1.98,same,1.98
3451,2014-11-20,1.98,1.98,up,1.99
3452,2014-11-21,1.98,1.98,up,1.99
3453,2014-11-22,1.98,1.98,up,1.99
3454,2014-11-23,1.98,1.99,same,1.99
3455,2014-11-24,1.98,1.98,up,1.99
3456,2014-11-25,1.99,1.98,same,1.98
3457,2014-11-26,1.98,1.98,same,1.98
3458,2014-11-27,1.99,1.98,same,1.98
3459,2014-11-28,1.99,1.98,same,1.98
3460,2014-11-29,1.99,1.98,same,1.98
3461,2014-11-30,1.99,1.98,same,1.98
3462,2014-12-01,1.99,1.97,up,1.99
3463,2014-12-02,1.98,1.97,up,2.01
3464,2014-12-03,1.98,1.97,up,1.99
3465,2014-12-04,1.98,1.98,same,1.98
3466,2014-12-05,1.98,1.96,up,1.98
3467,2014-12-06,1.98,1.97,up,1.98
3468,2014-12-07,1.98,1.98,same,1.98
3469,2014-12-08,1.99,1.98,up,2.0
3470,2014-12-09,2.01,1.98,up,1.99
3471,2014-12-10,1.99,1.98,same,1.98
3472,2014-12-11,1.98,1.98,same,1.98
3473,2014-12-12,1.98,1.98,same,1.98
3474,2014-12-13,1.98,1.98,same,1.98
3475,2014-12-14,1.98,1.98,same,1.98
3476,2014-12-15,2.0,1.98,up,1.99
3477,2014-12-16,1.99,1.98,up,1.99
3478,2014-12-17,1.98,1.98,up,1.99
3479,2014-12-18,1.98,1.98,up,1.99
3480,2014-12-19,1.98,1.98,up,1.99
3481,2014-12-20,1.98,1.98,up,1.99
3482,2014-12-21,1.98,1.98,up,1.99
3483,2014-12-22,1.99,1.98,up,1.99
3484,2014-12-23,1.99,1.98,up,2.01
3485,2014-12-24,1.99,1.98,up,2.03
3486,2014-12-25,1.99,1.98,up,2.03
3487,2014-12-26,1.99,1.99,up,2.01
3488,2014-12-27,1.99,1.98,up,2.01
3489,2014-12-28,1.99,1.99,up,2.01
3490,2014-12-29,1.99,1.99,up,2.0
3491,2014-12-30,2.01,1.99,down,1.98
3492,2014-12-31,2.03,1.99,same,1.99
3493,2015-01-01,2.03,1.99,same,1.99
3494,2015-01-02,2.01,1.98,same,1.98
3495,2015-01-03,2.01,1.98,same,1.98
3496,2015-01-04,2.01,1.98,same,1.98
3497,2015-01-05,2.0,1.98,up,1.99
3498,2015-01-06,1.98,1.98,up,1.99
3499,2015-01-07,1.99,1.98,up,1.99
3500,2015-01-08,1.99,1.99,same,1.99
3501,2015-01-09,1.98,2.01,down,1.98
3502,2015-01-10,1.98,1.99,down,1.98
3503,2015-01-11,1.98,1.98,same,1.98
3504,2015-01-12,1.99,1.98,same,1.98
3505,2015-01-13,1.99,1.98,same,1.98
3506,2015-01-14,1.99,1.98,same,1.98
3507,2015-01-15,1.99,2.0,down,1.99
3508,2015-01-16,1.98,1.99,same,1.99
3509,2015-01-17,1.98,1.98,up,1.99
3510,2015-01-18,1.98,1.98,up,1.99
3511,2015-01-19,1.98,1.98,up,1.99
3512,2015-01-20,1.98,1.98,up,1.99
3513,2015-01-21,1.98,1.98,up,1.99
3514,2015-01-22,1.99,1.99,same,1.99
3515,2015-01-23,1.99,1.99,up,2.0
3516,2015-01-24,1.99,1.99,up,2.0
3517,2015-01-25,1.99,1.99,up,2.0
3518,2015-01-26,1.99,1.99,same,1.99
3519,2015-01-27,1.99,1.99,same,1.99
3520,2015-01-28,1.99,1.99,same,1.99
3521,2015-01-29,1.99,1.99,down,1.98
3522,2015-01-30,2.0,2.01,down,1.99
3523,2015-01-31,2.0,2.03,down,1.99
3524,2015-02-01,2.0,2.03,down,1.99
3525,2015-02-02,1.99,2.01,down,1.98
3526,2015-02-03,1.99,2.01,down,2.0
3527,2015-02-04,1.99,2.01,down,1.99
3528,2015-02-05,1.98,2.0,down,1.98
3529,2015-02-06,1.99,1.98,same,1.98
3530,2015-02-07,1.99,1.99,down,1.98
3531,2015-02-08,1.99,1.99,down,1.98
3532,2015-02-09,1.98,1.98,up,1.99
3533,2015-02-10,2.0,1.98,same,1.98
3534,2015-02-11,1.99,1.98,same,1.98
3535,2015-02-12,1.98,1.99,down,1.98
3536,2015-02-13,1.98,1.99,down,1.98
3537,2015-02-14,1.98,1.99,down,1.98
3538,2015-02-15,1.98,1.99,down,1.98
3539,2015-02-16,1.99,1.98,same,1.98
3540,2015-02-17,1.98,1.98,same,1.98
3541,2015-02-18,1.98,1.98,same,1.98
3542,2015-02-19,1.98,1.98,same,1.98
3543,2015-02-20,1.98,1.98,up,1.99
3544,2015-02-21,1.98,1.98,up,1.99
3545,2015-02-22,1.98,1.99,same,1.99
3546,2015-02-23,1.98,1.99,down,1.98
3547,2015-02-24,1.98,1.99,down,1.98
3548,2015-02-25,1.98,1.99,down,1.98
3549,2015-02-26,1.98,1.99,down,1.98
3550,2015-02-27,1.99,1.99,down,1.98
3551,2015-02-28,1.99,1.99,down,1.98
3552,2015-03-01,1.99,1.99,down,1.98
3553,2015-03-02,1.98,2.0,down,1.98
3554,2015-03-03,1.98,2.0,down,1.99
3555,2015-03-04,1.98,2.0,down,1.98
3556,2015-03-05,1.98,1.99,down,1.74
3557,2015-03-06,1.98,1.99,down,1.73
3558,2015-03-07,1.98,1.99,down,1.73
3559,2015-03-08,1.98,1.98,down,1.73
3560,2015-03-09,1.98,1.99,down,1.73
3561,2015-03-10,1.99,1.99,down,1.74
3562,2015-03-11,1.98,1.99,down,1.74
3563,2015-03-12,1.74,1.98,down,1.74
3564,2015-03-13,1.73,2.0,down,1.74
3565,2015-03-14,1.73,1.99,down,1.74
3566,2015-03-15,1.73,1.98,down,1.74
3567,2015-03-16,1.73,1.98,down,1.73
3568,2015-03-17,1.74,1.98,down,1.74
3569,2015-03-18,1.74,1.98,down,1.74
3570,2015-03-19,1.74,1.99,down,1.74
3571,2015-03-20,1.74,1.98,down,1.74
3572,2015-03-21,1.74,1.98,down,1.74
3573,2015-03-22,1.74,1.98,down,1.74
3574,2015-03-23,1.73,1.98,down,1.74
3575,2015-03-24,1.74,1.98,down,1.74
3576,2015-03-25,1.74,1.98,down,1.74
3577,2015-03-26,1.74,1.98,down,1.73
3578,2015-03-27,1.74,1.98,down,1.72
3579,2015-03-28,1.74,1.98,down,1.72
3580,2015-03-29,1.74,1.98,down,1.72
3581,2015-03-30,1.74,1.99,down,1.72
3582,2015-03-31,1.74,1.99,down,1.72
3583,2015-04-01,1.74,1.99,down,1.73
3584,2015-04-02,1.73,1.98,down,1.73
3585,2015-04-03,1.72,1.98,down,1.74
3586,2015-04-04,1.72,1.98,down,1.74
3587,2015-04-05,1.72,1.98,down,1.74
3588,2015-04-06,1.72,1.98,down,1.73
3589,2015-04-07,1.72,1.98,down,1.73
3590,2015-04-08,1.73,1.98,down,1.73
3591,2015-04-09,1.73,1.98,down,1.73
3592,2015-04-10,1.74,1.99,down,1.73
3593,2015-04-11,1.74,1.98,down,1.73
3594,2015-04-12,1.74,1.74,down,1.73
3595,2015-04-13,1.73,1.73,same,1.73
3596,2015-04-14,1.73,1.73,same,1.73
3597,2015-04-15,1.73,1.73,same,1.73
3598,2015-04-16,1.73,1.73,same,1.73
3599,2015-04-17,1.73,1.74,same,1.74
3600,2015-04-18,1.73,1.74,same,1.74
3601,2015-04-19,1.73,1.74,same,1.74
3602,2015-04-20,1.73,1.74,same,1.74
3603,2015-04-21,1.73,1.74,same,1.74
3604,2015-04-22,1.73,1.74,same,1.74
3605,2015-04-23,1.73,1.73,up,1.74
3606,2015-04-24,1.74,1.74,same,1.74
3607,2015-04-25,1.74,1.74,same,1.74
3608,2015-04-26,1.74,1.74,same,1.74
3609,2015-04-27,1.74,1.74,same,1.74
3610,2015-04-28,1.74,1.74,same,1.74
3611,2015-04-29,1.74,1.74,down,1.73
3612,2015-04-30,1.74,1.74,down,1.73
3613,2015-05-01,1.74,1.74,down,1.73
3614,2015-05-02,1.74,1.74,down,1.73
3615,2015-05-03,1.74,1.73,same,1.73
3616,2015-05-04,1.74,1.72,up,1.73
3617,2015-05-05,1.74,1.72,up,1.73
3618,2015-05-06,1.73,1.72,up,1.74
3619,2015-05-07,1.73,1.72,up,1.73
3620,2015-05-08,1.73,1.72,up,1.74
3621,2015-05-09,1.73,1.73,up,1.74
3622,2015-05-10,1.73,1.73,up,1.74
3623,2015-05-11,1.73,1.74,same,1.74
3624,2015-05-12,1.73,1.74,same,1.74
3625,2015-05-13,1.74,1.74,same,1.74
3626,2015-05-14,1.73,1.73,up,1.74
3627,2015-05-15,1.74,1.73,up,1.74
3628,2015-05-16,1.74,1.73,up,1.74
3629,2015-05-17,1.74,1.73,up,1.74
3630,2015-05-18,1.74,1.73,up,1.74
3631,2015-05-19,1.74,1.73,up,1.74
3632,2015-05-20,1.74,1.73,up,1.74
3633,2015-05-21,1.74,1.73,up,1.74
3634,2015-05-22,1.74,1.73,up,1.74
3635,2015-05-23,1.74,1.73,up,1.74
3636,2015-05-24,1.74,1.73,up,1.74
3637,2015-05-25,1.74,1.74,same,1.74
3638,2015-05-26,1.74,1.74,down,1.73
3639,2015-05-27,1.74,1.74,down,1.73
3640,2015-05-28,1.74,1.74,down,1.73
3641,2015-05-29,1.74,1.74,down,1.73
3642,2015-05-30,1.74,1.74,down,1.73
3643,2015-05-31,1.74,1.74,down,1.73
3644,2015-06-01,1.74,1.74,down,1.72
3645,2015-06-02,1.73,1.74,down,1.73
3646,2015-06-03,1.73,1.74,same,1.74
3647,2015-06-04,1.73,1.74,down,1.49
3648,2015-06-05,1.73,1.74,down,1.48
3649,2015-06-06,1.73,1.73,down,1.48
3650,2015-06-07,1.73,1.73,down,1.48
3651,2015-06-08,1.72,1.73,down,1.49
3652,2015-06-09,1.73,1.73,down,1.48
3653,2015-06-10,1.74,1.73,down,1.49
3654,2015-06-11,1.49,1.73,down,1.49
3655,2015-06-12,1.48,1.73,down,1.49
3656,2015-06-13,1.48,1.74,down,1.49
3657,2015-06-14,1.48,1.73,down,1.49
3658,2015-06-15,1.49,1.74,down,1.49
3659,2015-06-16,1.48,1.74,down,1.49
3660,2015-06-17,1.49,1.74,down,1.5
3661,2015-06-18,1.49,1.74,down,1.5
3662,2015-06-19,1.49,1.74,down,1.5
3663,2015-06-20,1.49,1.74,down,1.5
3664,2015-06-21,1.49,1.74,down,1.5
3665,2015-06-22,1.49,1.74,down,1.49
3666,2015-06-23,1.49,1.74,down,1.5
3667,2015-06-24,1.5,1.74,down,1.49
3668,2015-06-25,1.5,1.74,down,1.48
3669,2015-06-26,1.5,1.74,down,1.48
3670,2015-06-27,1.5,1.74,down,1.48
3671,2015-06-28,1.5,1.74,down,1.48
3672,2015-06-29,1.49,1.74,down,1.48
3673,2015-06-30,1.5,1.74,down,1.5
3674,2015-07-01,1.49,1.74,down,1.48
3675,2015-07-02,1.48,1.74,down,1.48
3676,2015-07-03,1.48,1.73,down,1.48
3677,2015-07-04,1.48,1.73,down,1.48
3678,2015-07-05,1.48,1.73,down,1.48
3679,2015-07-06,1.48,1.73,down,1.48
3680,2015-07-07,1.5,1.73,down,1.49
3681,2015-07-08,1.48,1.73,down,1.48
3682,2015-07-09,1.48,1.72,down,1.48
3683,2015-07-10,1.48,1.73,down,1.48
3684,2015-07-11,1.48,1.74,down,1.48
3685,2015-07-12,1.48,1.49,down,1.48
3686,2015-07-13,1.48,1.48,down,1.47
3687,2015-07-14,1.49,1.48,down,1.47
3688,2015-07-15,1.48,1.48,down,1.47
3689,2015-07-16,1.48,1.49,down,1.48
3690,2015-07-17,1.48,1.48,up,1.49
3691,2015-07-18,1.48,1.49,same,1.49
3692,2015-07-19,1.48,1.49,same,1.49
3693,2015-07-20,1.47,1.49,same,1.49
3694,2015-07-21,1.47,1.49,same,1.49
3695,2015-07-22,1.47,1.49,same,1.49
3696,2015-07-23,1.48,1.49,same,1.49
3697,2015-07-24,1.49,1.49,up,1.5
3698,2015-07-25,1.49,1.5,same,1.5
3699,2015-07-26,1.49,1.5,same,1.5
3700,2015-07-27,1.49,1.5,down,1.48
3701,2015-07-28,1.49,1.5,down,1.49
3702,2015-07-29,1.49,1.5,down,1.48
3703,2015-07-30,1.49,1.49,same,1.49
3704,2015-07-31,1.5,1.5,down,1.49
3705,2015-08-01,1.5,1.49,same,1.49
3706,2015-08-02,1.5,1.48,up,1.49
3707,2015-08-03,1.48,1.48,up,1.49
3708,2015-08-04,1.49,1.48,up,1.49
3709,2015-08-05,1.48,1.48,up,1.49
3710,2015-08-06,1.49,1.48,up,1.49
3711,2015-08-07,1.49,1.5,down,1.49
3712,2015-08-08,1.49,1.48,up,1.49
3713,2015-08-09,1.49,1.48,up,1.49
3714,2015-08-10,1.49,1.48,up,1.49
3715,2015-08-11,1.49,1.48,up,1.49
3716,2015-08-12,1.49,1.48,up,1.49
3717,2015-08-13,1.49,1.48,up,1.49
3718,2015-08-14,1.49,1.49,same,1.49
3719,2015-08-15,1.49,1.48,up,1.49
3720,2015-08-16,1.49,1.48,up,1.49
3721,2015-08-17,1.49,1.48,up,1.5
3722,2015-08-18,1.49,1.48,up,1.5
3723,2015-08-19,1.49,1.48,up,1.5
3724,2015-08-20,1.49,1.47,up,1.5
3725,2015-08-21,1.49,1.47,up,1.51
3726,2015-08-22,1.49,1.47,up,1.51
3727,2015-08-23,1.49,1.48,up,1.51
3728,2015-08-24,1.5,1.49,up,1.52
3729,2015-08-25,1.5,1.49,same,1.49
3730,2015-08-26,1.5,1.49,down,1.48
3731,2015-08-27,1.5,1.49,down,1.47
3732,2015-08-28,1.51,1.49,down,1.45
3733,2015-08-29,1.51,1.49,down,1.45
3734,2015-08-30,1.51,1.49,down,1.45
3735,2015-08-31,1.52,1.5,down,1.47
3736,2015-09-01,1.49,1.5,down,1.49
3737,2015-09-02,1.48,1.5,down,1.48
3738,2015-09-03,1.47,1.48,up,1.49
3739,2015-09-04,1.45,1.49,same,1.49
3740,2015-09-05,1.45,1.48,up,1.49
3741,2015-09-06,1.45,1.49,same,1.49
3742,2015-09-07,1.47,1.49,same,1.49
3743,2015-09-08,1.49,1.49,same,1.49
3744,2015-09-09,1.48,1.49,down,1.48
3745,2015-09-10,1.49,1.49,down,1.48
3746,2015-09-11,1.49,1.49,down,1.48
3747,2015-09-12,1.49,1.49,down,1.48
3748,2015-09-13,1.49,1.49,down,1.48
3749,2015-09-14,1.49,1.49,down,1.48
3750,2015-09-15,1.49,1.49,down,1.48
3751,2015-09-16,1.48,1.49,down,1.48
3752,2015-09-17,1.48,1.49,same,1.49
3753,2015-09-18,1.48,1.49,down,1.47
3754,2015-09-19,1.48,1.49,down,1.47
3755,2015-09-20,1.48,1.49,down,1.47
3756,2015-09-21,1.48,1.49,down,1.47
3757,2015-09-22,1.48,1.49,down,1.47
3758,2015-09-23,1.48,1.49,same,1.49
3759,2015-09-24,1.49,1.5,down,1.47
3760,2015-09-25,1.47,1.5,down,1.46
3761,2015-09-26,1.47,1.5,down,1.46
3762,2015-09-27,1.47,1.5,down,1.46
3763,2015-09-28,1.47,1.51,down,1.47
3764,2015-09-29,1.47,1.51,down,1.5
3765,2015-09-30,1.49,1.51,down,1.49
3766,2015-10-01,1.47,1.52,down,1.48
3767,2015-10-02,1.46,1.49,down,1.48
3768,2015-10-03,1.46,1.48,same,1.48
3769,2015-10-04,1.46,1.47,up,1.48
3770,2015-10-05,1.47,1.45,up,1.48
3771,2015-10-06,1.5,1.45,up,1.48
3772,2015-10-07,1.49,1.45,up,1.48
3773,2015-10-08,1.48,1.47,up,1.48
3774,2015-10-09,1.48,1.49,same,1.49
3775,2015-10-10,1.48,1.48,up,1.49
3776,2015-10-11,1.48,1.49,same,1.49
3777,2015-10-12,1.48,1.49,same,1.49
3778,2015-10-13,1.48,1.49,same,1.49
3779,2015-10-14,1.48,1.49,same,1.49
3780,2015-10-15,1.48,1.49,same,1.49
3781,2015-10-16,1.49,1.49,same,1.49
3782,2015-10-17,1.49,1.48,up,1.49
3783,2015-10-18,1.49,1.48,up,1.49
3784,2015-10-19,1.49,1.48,same,1.48
3785,2015-10-20,1.49,1.48,same,1.48
3786,2015-10-21,1.49,1.48,same,1.48
3787,2015-10-22,1.49,1.48,same,1.48
3788,2015-10-23,1.49,1.48,up,1.5
3789,2015-10-24,1.49,1.48,up,1.5
3790,2015-10-25,1.49,1.49,up,1.5
3791,2015-10-26,1.48,1.47,up,1.5
3792,2015-10-27,1.48,1.47,up,1.5
3793,2015-10-28,1.48,1.47,up,1.5
3794,2015-10-29,1.48,1.47,up,1.49
3795,2015-10-30,1.5,1.47,up,1.49
3796,2015-10-31,1.5,1.49,same,1.49
3797,2015-11-01,1.5,1.47,up,1.49
3798,2015-11-02,1.5,1.46,up,1.5
3799,2015-11-03,1.5,1.46,up,1.49
3800,2015-11-04,1.5,1.46,up,1.49
3801,2015-11-05,1.49,1.47,up,1.5
3802,2015-11-06,1.49,1.5,down,1.49
3803,2015-11-07,1.49,1.49,same,1.49
3804,2015-11-08,1.49,1.48,up,1.49
3805,2015-11-09,1.5,1.48,up,1.49
3806,2015-11-10,1.49,1.48,up,1.49
3807,2015-11-11,1.49,1.48,up,1.49
3808,2015-11-12,1.5,1.48,up,1.49
3809,2015-11-13,1.49,1.48,up,1.49
3810,2015-11-14,1.49,1.48,up,1.49
3811,2015-11-15,1.49,1.48,up,1.49
3812,2015-11-16,1.49,1.49,same,1.49
3813,2015-11-17,1.49,1.49,same,1.49
3814,2015-11-18,1.49,1.49,up,1.5
3815,2015-11-19,1.49,1.49,same,1.49
3816,2015-11-20,1.49,1.49,same,1.49
3817,2015-11-21,1.49,1.49,same,1.49
3818,2015-11-22,1.49,1.49,same,1.49
3819,2015-11-23,1.49,1.49,up,1.5
3820,2015-11-24,1.49,1.49,down,1.48
3821,2015-11-25,1.5,1.49,down,1.44
3822,2015-11-26,1.49,1.48,down,1.45
3823,2015-11-27,1.49,1.48,down,1.4
3824,2015-11-28,1.49,1.48,down,1.4
3825,2015-11-29,1.49,1.48,down,1.4
3826,2015-11-30,1.5,1.5,down,1.44
3827,2015-12-01,1.48,1.5,down,1.46
3828,2015-12-02,1.44,1.5,down,1.46
3829,2015-12-03,1.45,1.5,down,1.48
3830,2015-12-04,1.4,1.5,down,1.48
3831,2015-12-05,1.4,1.5,down,1.48
3832,2015-12-06,1.4,1.49,down,1.48
3833,2015-12-07,1.44,1.49,down,1.48
3834,2015-12-08,1.46,1.49,down,1.46
3835,2015-12-09,1.46,1.49,down,1.46
3836,2015-12-10,1.48,1.5,down,1.46
3837,2015-12-11,1.48,1.49,down,1.48
3838,2015-12-12,1.48,1.49,down,1.48
3839,2015-12-13,1.48,1.5,down,1.48
3840,2015-12-14,1.48,1.49,down,1.48
3841,2015-12-15,1.46,1.49,down,1.48
3842,2015-12-16,1.46,1.49,same,1.49
3843,2015-12-17,1.46,1.49,same,1.49
3844,2015-12-18,1.48,1.49,same,1.49
3845,2015-12-19,1.48,1.49,same,1.49
3846,2015-12-20,1.48,1.49,same,1.49
3847,2015-12-21,1.48,1.49,same,1.49
3848,2015-12-22,1.48,1.49,same,1.49
3849,2015-12-23,1.49,1.49,same,1.49
3850,2015-12-24,1.49,1.49,up,1.52
3851,2015-12-25,1.49,1.49,up,1.52
3852,2015-12-26,1.49,1.5,up,1.52
3853,2015-12-27,1.49,1.49,up,1.52
3854,2015-12-28,1.49,1.49,down,1.48
3855,2015-12-29,1.49,1.49,same,1.49
3856,2015-12-30,1.49,1.49,same,1.49
3857,2015-12-31,1.52,1.5,down,1.49
